aaa	9.6	1.2
aaa	27.3	22.0
aaa	45.7	7.3
aaa	26.9	9.5
aaa	47.1	20.5
aaa	38.8	22.8
aaa	35.8	19.4
aaa	42.7	13.8
aaa	16.9	13.5
aaa	24.7	19.9
aaa	22.6	4.6
aaa	38.2	5.3
aaa	33.5	19.1
aaa	32.4	26.2
aaa	32.1	16.2
aaa	30.7	26.8
aaa	36.1	27.5
aaa	29.0	15.3
aaa	5.2	0.3
aaa	13.7	8.5
aaa	49.4	18.4
aaa	37.9	23.9
aaa	29.5	26.3
aaa	46.4	29.8
aaa	49.4	16.6
aaa	19.7	3.9
aaa	28.7	14.4
aaa	48.7	11.9
aaa	46.1	21.9
aaa	7.3	7.0
aaa	48.3	29.5
aaa	38.9	0.9
aaa	41.1	17.9
aaa	47.2	19.0
aaa	48.1	7.0
aaa	30.8	7.2
aaa	25.5	6.7
aaa	22.2	2.5
aaa	41.4	15.6
aaa	20.6	0.8
aaa	29.8	29.4
aaa	47.9	25.5
aaa	21.0	12.7
aaa	23.7	9.5
aaa	35.5	13.7
aaa	46.5	9.4
aaa	18.9	6.3
aaa	36.9	1.3
aaa	26.2	3.2
aaa	24.2	19.2
aaa	31.2	29.7
aaa	30.6	6.8
aaa	30.1	9.5
aaa	46.6	26.5
aaa	27.1	6.4
aaa	22.7	13.4
aaa	23.9	7.4
aaa	11.7	6.6
aaa	30.5	29.9
aaa	16.6	12.7
aaa	43.1	24.3
aaa	25.8	21.4
aaa	9.9	9.2
aaa	43.3	20.0
aaa	37.1	1.4
aaa	31.7	1.3
aaa	22.0	2.1
aaa	46.6	21.5
aaa	32.2	0.6
aaa	20.8	3.0
aaa	43.5	25.5
aaa	46.3	10.5
aaa	40.9	7.8
aaa	34.9	29.3
aaa	10.1	0.7
aaa	46.7	19.2
aaa	44.6	10.0
aaa	24.0	20.1
aaa	5.8	5.7
aaa	49.7	10.6
aaa	45.9	0.8
aaa	43.9	2.0
aaa	14.8	2.9
aaa	7.9	2.8
aaa	37.9	17.3
aaa	26.6	8.2
aaa	20.5	1.0
aaa	20.6	19.8
aaa	29.4	21.2
aaa	22.2	9.0
aaa	20.1	0.8
aaa	19.7	15.8
aaa	18.3	3.8
aaa	28.3	0.4
aaa	36.4	15.1
aaa	44.7	16.6
aaa	19.2	0.7
aaa	22.2	18.8
aaa	29.4	24.1
aaa	46.3	28.5
aaa	48.9	23.9
aaa	18.6	6.5
aaa	12.5	6.8
aaa	19.3	4.5
aaa	43.0	21.6
aaa	13.4	12.2
aaa	43.0	18.7
aaa	14.4	13.1
aaa	31.3	5.8
aaa	19.9	7.2
aaa	30.3	24.0
aaa	35.6	10.8
aaa	34.1	20.9
aaa	26.2	6.0
aaa	24.3	12.5
aaa	35.5	24.9
aaa	15.0	9.1
aaa	16.3	6.5
aaa	17.1	9.0
aaa	41.4	17.1
aaa	10.8	4.8
aaa	22.3	20.5
aaa	16.4	9.9
aaa	26.1	9.2
aaa	44.0	23.2
aaa	44.6	23.2
aaa	17.5	10.9
aaa	29.0	16.1
aaa	39.6	15.5
aaa	19.9	16.4
aaa	31.4	8.3
aaa	42.6	16.5
aaa	19.3	0.5
aaa	25.8	2.7
aaa	7.7	0.6
aaa	42.1	11.4
aaa	32.8	12.4
aaa	32.6	1.3
aaa	33.1	10.9
aaa	40.6	21.3
aaa	26.9	14.9
aaa	37.2	9.8
aaa	47.7	19.8
aaa	7.2	2.1
aaa	29.9	8.6
aaa	41.3	2.3
aaa	18.5	3.3
aaa	10.8	10.1
aaa	17.0	12.1
aaa	42.6	18.7
aaa	26.4	7.9
aaa	46.5	4.5
aaa	49.8	19.1
aaa	11.9	8.9
aaa	40.8	7.5
aaa	41.3	16.6
aaa	43.1	9.8
aaa	38.4	19.1
aaa	25.2	21.2
aaa	11.9	0.9
aaa	31.3	28.9
aaa	26.4	11.8
aaa	35.4	6.5
aaa	20.7	1.9
aaa	43.6	29.3
aaa	15.4	12.0
aaa	31.6	1.9
aaa	38.1	13.6
aaa	44.1	15.9
aaa	44.0	19.4
aaa	46.6	10.9
aaa	21.3	21.0
aaa	44.0	15.0
aaa	44.3	19.6
aaa	46.7	8.8
aaa	40.8	20.0
aaa	48.5	28.2
aaa	39.9	29.0
aaa	7.2	2.5
aaa	38.8	2.3
aaa	35.7	22.6
aaa	38.3	13.8
aaa	37.2	24.8
aaa	36.0	20.4
aaa	30.1	0.6
aaa	20.4	18.3
aaa	48.2	22.7
aaa	24.0	4.2
aaa	9.3	6.6
aaa	39.0	26.2
aaa	44.7	28.8
aaa	30.1	3.3
aaa	14.0	6.7
aaa	7.5	1.0
aaa	39.7	27.9
aaa	16.2	2.5
aaa	43.5	21.6
aaa	36.9	25.3
aaa	23.0	10.2
aaa	25.1	19.2
aaa	14.4	11.2
aaa	33.2	21.8
aaa	22.7	21.0
aaa	42.4	6.8
aaa	35.7	14.5
aaa	31.7	1.9
aaa	43.3	14.4
aaa	18.1	6.5
aaa	38.4	10.3
aaa	31.8	21.1
aaa	19.6	19.0
aaa	24.9	19.4
aaa	21.8	13.0
aaa	32.6	3.2
aaa	27.5	11.7
aaa	24.7	11.2
aaa	27.2	21.2
aaa	37.0	22.2
aaa	28.3	15.4
aaa	19.9	6.6
aaa	48.1	9.7
aaa	31.5	29.9
aaa	14.6	5.2
aaa	33.1	17.0
aaa	8.2	1.3
aaa	24.7	22.2
aaa	36.5	17.2
aaa	10.0	2.8
aaa	37.7	0.9
aaa	28.5	14.2
aaa	47.6	1.2
aaa	39.2	23.0
aaa	41.5	20.0
aaa	35.1	19.4
aaa	35.0	13.5
aaa	18.4	5.2
aaa	23.2	13.2
aaa	44.4	27.5
aaa	32.8	8.4
aaa	7.7	5.3
aaa	45.8	6.3
aaa	29.6	15.5
aaa	31.5	4.6
aaa	29.1	14.1
aaa	20.5	13.0
aaa	27.8	5.4
aaa	17.7	2.2
aaa	39.8	9.9
aaa	20.3	13.3
aaa	15.6	14.7
aaa	32.7	6.2
aaa	30.0	27.7
aaa	35.8	15.4
aaa	22.0	5.8
aaa	6.9	4.9
aaa	29.9	21.0
aaa	8.1	2.2
aaa	8.6	3.9
aaa	4.3	3.1
aaa	43.9	24.9
aaa	24.5	8.6
aaa	28.2	8.9
aaa	48.4	6.3
aaa	31.0	5.9
aaa	22.7	20.8
aaa	29.3	28.4
aaa	27.9	8.8
aaa	18.3	0.7
aaa	21.8	2.5
aaa	23.0	14.0
aaa	34.7	28.4
aaa	29.9	26.4
aaa	30.9	11.0
aaa	23.9	13.1
aaa	30.0	17.6
aaa	12.6	8.1
aaa	17.6	9.4
aaa	34.5	22.4
aaa	0.8	0.8
aaa	43.6	22.8
aaa	17.8	1.9
aaa	48.3	5.5
aaa	47.5	16.8
aaa	32.2	7.9
aaa	33.6	25.6
aaa	31.7	6.5
aaa	34.8	12.8
aaa	37.9	6.7
aaa	41.9	23.1
aaa	35.0	13.8
aaa	16.9	15.3
aaa	34.5	26.7
aaa	36.6	15.2
aaa	38.6	21.4
aaa	46.8	6.5
aaa	26.9	2.9
aaa	48.2	21.7
aaa	8.3	6.1
aaa	48.3	2.7
aaa	47.6	17.3
aaa	35.5	9.0
aaa	26.6	26.0
aaa	28.0	19.0
aaa	24.1	7.0
aaa	7.5	4.1
aaa	16.7	8.7
aaa	34.8	17.5
aaa	6.0	1.2
aaa	35.2	21.1
aaa	15.6	12.9
aaa	15.1	2.8
aaa	29.7	6.0
aaa	30.0	11.9
aaa	15.9	15.9
aaa	44.0	12.7
aaa	42.8	19.3
aaa	46.9	4.8
aaa	49.3	1.4
aaa	25.8	17.7
aaa	48.5	19.1
aaa	46.5	27.3
aaa	49.0	17.3
aaa	21.3	10.9
aaa	14.4	12.1
aaa	32.2	0.4
aaa	46.4	22.6
aaa	40.2	25.6
aaa	32.6	24.7
aaa	39.2	28.8
aaa	27.9	4.5
aaa	34.1	26.2
aaa	12.4	4.5
aaa	34.3	20.9
aaa	42.5	1.5
aaa	10.0	2.2
aaa	37.8	20.0
aaa	34.6	21.3
aaa	32.6	23.7
aaa	28.6	7.5
aaa	19.7	14.3
aaa	26.3	0.4
aaa	41.3	22.3
aaa	25.3	0.1
aaa	33.1	0.9
aaa	18.4	5.7
aaa	20.0	4.2
aaa	34.5	21.6
aaa	31.1	3.4
aaa	47.7	9.8
aaa	18.7	14.3
aaa	49.9	26.3
aaa	23.4	15.9
aaa	3.2	1.3
aaa	42.6	6.2
aaa	7.5	1.7
aaa	16.4	1.4
aaa	33.8	2.9
aaa	2.1	1.2
aaa	5.2	1.2
aaa	38.3	12.5
aaa	25.5	4.8
aaa	29.4	2.4
aaa	15.9	11.7
aaa	49.3	19.8
aaa	36.6	15.6
aaa	39.0	28.1
aaa	47.0	24.6
aaa	36.7	23.6
aaa	11.2	4.5
aaa	38.3	21.2
aaa	45.0	20.9
aaa	33.1	29.0
aaa	31.9	13.0
aaa	24.5	18.2
aaa	36.3	14.5
aaa	11.0	6.1
aaa	29.1	13.3
aaa	21.7	5.6
aaa	37.8	20.8
aaa	47.5	18.9
aaa	48.2	27.6
aaa	40.3	4.8
aaa	48.5	11.2
aaa	32.7	5.5
aaa	38.3	20.7
aaa	32.9	10.8
aaa	27.3	3.9
aaa	26.7	13.2
aaa	22.4	3.2
aaa	18.4	12.7
aaa	9.1	4.5
aaa	45.0	27.0
aaa	17.4	4.6
aaa	26.0	13.2
aaa	22.6	6.7
aaa	33.3	19.1
aaa	23.6	8.2
aaa	49.3	15.7
aaa	7.4	1.2
aaa	31.2	9.8
aaa	46.7	3.7
aaa	35.3	1.7
aaa	38.6	12.5
aaa	8.2	0.3
aaa	41.4	20.5
aaa	10.9	8.8
aaa	11.7	9.5
aaa	35.8	27.8
aaa	35.2	13.5
aaa	19.4	8.6
aaa	32.2	9.2
aaa	46.7	19.7
aaa	47.2	15.2
aaa	30.8	13.1
aaa	38.3	19.4
aaa	47.2	1.8
aaa	40.3	6.3
aaa	44.0	27.2
aaa	32.4	22.9
aaa	42.2	24.6
aaa	29.7	6.8
aaa	18.5	7.2
aaa	43.5	16.2
aaa	25.2	1.9
aaa	49.8	16.9
aaa	18.2	2.6
aaa	37.4	5.2
aaa	38.3	16.5
aaa	45.4	4.2
aaa	31.6	18.9
aaa	14.3	2.3
aaa	25.0	13.4
aaa	17.1	12.5
aaa	21.9	5.6
aaa	19.8	19.2
aaa	35.3	3.2
aaa	22.3	1.2
aaa	43.2	25.2
aaa	42.7	3.5
aaa	27.7	27.4
aaa	6.5	5.6
aaa	46.0	18.6
aaa	31.3	28.4
aaa	20.4	7.7
aaa	29.5	12.1
aaa	7.4	2.9
aaa	17.3	11.8
aaa	10.0	0.1
aaa	33.6	3.1
aaa	24.9	15.5
aaa	6.0	2.8
aaa	17.0	2.6
aaa	16.5	1.0
aaa	31.0	13.3
aaa	29.0	1.1
aaa	15.0	9.0
aaa	36.3	1.9
aaa	30.3	14.4
aaa	27.9	11.4
aaa	49.2	11.6
aaa	14.1	13.0
aaa	35.0	28.7
aaa	13.4	9.9
aaa	32.4	2.4
aaa	41.6	18.8
aaa	48.3	14.6
aaa	29.6	9.1
aaa	49.3	5.6
aaa	44.5	1.7
aaa	43.0	19.8
aaa	48.9	4.7
aaa	35.2	14.4
aaa	19.7	9.4
aaa	26.0	24.3
aaa	34.6	5.1
aaa	45.2	15.1
aaa	37.2	21.6
aaa	23.8	8.2
aaa	41.9	17.6
aaa	34.1	0.5
aaa	42.1	27.1
aaa	20.4	14.4
aaa	35.6	4.5
aaa	36.1	25.7
aaa	36.3	26.0
aaa	38.7	22.1
aaa	42.0	25.9
aaa	49.8	11.2
aaa	17.6	15.2
aaa	45.1	9.8
aaa	35.3	27.6
aaa	16.2	4.2
aaa	33.8	17.8
aaa	49.0	12.8
aaa	27.6	12.7
aaa	17.6	5.5
aaa	26.0	9.4
aaa	39.3	20.2
aaa	29.0	15.5
aaa	35.0	4.4
aaa	49.2	10.3
aaa	49.0	23.7
aaa	7.3	2.8
aaa	14.8	3.1
aaa	27.9	24.1
aaa	24.3	18.7
aaa	17.3	7.5
aaa	38.4	8.1
aaa	15.4	3.7
aaa	49.9	2.6
aaa	21.9	12.3
aaa	13.0	8.8
aaa	38.3	11.1
aaa	7.9	2.5
aaa	31.8	18.1
aaa	45.8	29.0
aaa	35.4	0.0
aaa	29.3	26.2
aaa	38.4	23.0
aaa	48.5	16.3
aaa	32.5	6.0
aaa	46.2	1.9
aaa	47.8	21.7
aaa	48.5	12.4
aaa	34.9	29.1
aaa	35.8	23.9
aaa	24.0	4.0
aaa	19.9	18.7
aaa	6.4	4.4
aaa	21.6	14.1
aaa	7.7	0.8
aaa	28.6	6.4
aaa	38.4	28.2
aaa	36.7	27.6
aaa	45.4	13.9
aaa	25.9	5.2
aaa	41.9	22.9
aaa	33.2	13.8
aaa	24.3	22.7
aaa	41.2	19.5
aaa	39.4	10.5
aaa	33.8	10.4
aaa	32.0	3.8
aaa	40.0	9.3
aaa	23.4	23.3
aaa	18.2	17.8
aaa	44.7	8.4
aaa	22.2	5.9
aaa	16.4	1.6
aaa	13.5	12.5
aaa	31.0	26.2
aaa	33.9	26.1
aaa	49.8	2.6
aaa	47.7	19.8
aaa	42.7	15.6
aaa	20.9	6.4
aaa	23.7	3.9
aaa	23.0	19.0
aaa	15.4	4.6
aaa	38.1	9.7
aaa	44.7	27.3
aaa	18.0	3.8
aaa	13.1	1.9
aaa	36.0	23.1
aaa	27.9	19.3
aaa	29.2	14.9
aaa	34.7	27.8
aaa	39.7	6.2
aaa	23.1	22.5
aaa	44.1	2.5
aaa	34.2	2.5
aaa	39.0	26.2
aaa	32.3	16.6
aaa	15.0	3.5
aaa	8.5	7.5
aaa	40.5	27.3
aaa	35.7	0.1
aaa	29.0	22.9
aaa	41.1	1.7
aaa	41.9	7.6
aaa	8.5	7.7
aaa	41.1	6.2
aaa	32.3	9.3
aaa	45.6	27.0
aaa	33.7	25.0
aaa	35.0	20.5
aaa	21.2	0.2
aaa	39.7	18.8
aaa	48.2	3.0
aaa	26.1	18.3
aaa	21.1	20.8
aaa	45.7	12.3
aaa	45.0	15.1
aaa	17.6	4.8
aaa	36.9	22.3
aaa	23.9	21.3
aaa	26.3	12.2
aaa	11.0	9.4
aaa	34.3	3.5
aaa	23.3	21.6
aaa	37.2	23.2
aaa	30.5	29.4
aaa	26.4	23.7
aaa	33.4	4.0
aaa	30.8	20.1
aaa	23.5	7.5
aaa	25.0	23.5
aaa	29.1	19.7
aaa	45.4	7.5
aaa	18.0	10.8
aaa	22.5	15.5
aaa	31.7	19.5
aaa	20.3	16.9
aaa	24.7	3.0
aaa	15.2	7.7
aaa	8.9	4.9
aaa	40.7	15.5
aaa	44.3	6.5
aaa	6.3	6.3
aaa	38.1	4.7
aaa	32.9	15.7
aaa	35.0	23.1
aaa	25.3	3.9
aaa	37.7	6.9
aaa	42.3	11.0
aaa	40.4	9.5
aaa	36.5	12.3
aaa	30.0	5.9
aaa	24.4	9.9
aaa	19.4	15.0
aaa	41.7	21.2
aaa	43.4	21.6
aaa	45.9	19.5
aaa	43.0	6.0
aaa	9.8	8.0
aaa	16.5	5.4
aaa	32.3	2.9
aaa	43.5	14.1
aaa	41.9	4.1
aaa	23.5	3.1
aaa	45.0	23.5
aaa	39.0	4.4
aaa	28.3	0.9
aaa	17.7	2.0
aaa	16.8	13.3
aaa	34.6	6.5
aaa	12.6	3.6
aaa	25.8	12.9
aaa	20.4	15.7
aaa	27.1	15.4
aaa	39.8	24.6
aaa	26.1	18.2
aaa	17.7	6.8
aaa	31.4	12.2
aaa	31.5	29.9
aaa	27.6	4.4
aaa	32.2	21.4
aaa	40.3	17.4
aaa	37.2	14.8
aaa	28.3	0.9
aaa	48.3	23.0
aaa	30.7	20.0
aaa	45.4	14.8
aaa	20.6	5.5
aaa	44.6	3.1
aaa	40.1	25.0
aaa	39.4	7.4
aaa	31.0	16.9
aaa	48.7	10.5
aaa	23.7	6.9
aaa	41.0	15.5
aaa	43.0	3.5
aaa	32.1	17.6
aaa	31.5	29.6
aaa	6.0	3.2
aaa	33.1	25.8
aaa	27.5	22.8
aaa	42.7	0.4
aaa	47.8	17.2
aaa	32.6	13.7
aaa	44.2	27.6
aaa	7.7	2.7
aaa	28.2	19.7
aaa	41.0	13.2
aaa	24.3	7.6
aaa	43.9	8.4
aaa	17.0	12.0
aaa	17.2	2.8
aaa	15.9	5.1
aaa	30.8	27.8
aaa	8.9	2.9
aaa	48.8	15.2
aaa	46.1	13.7
aaa	41.9	21.4
aaa	27.2	15.7
aaa	4.9	2.4
aaa	21.1	7.3
aaa	35.0	3.5
aaa	37.2	24.6
aaa	49.6	9.0
aaa	40.4	7.5
aaa	23.8	20.8
aaa	26.3	19.5
aaa	20.3	20.0
aaa	21.1	4.4
aaa	33.2	29.0
aaa	26.7	17.7
aaa	29.7	24.6
aaa	47.1	26.8
aaa	48.1	3.4
aaa	23.4	22.8
aaa	23.6	2.6
aaa	38.8	0.1
aaa	5.7	4.4
aaa	14.4	13.7
aaa	6.4	4.0
aaa	26.8	12.3
aaa	26.4	9.2
aaa	29.0	11.6
aaa	40.0	1.1
aaa	22.9	13.5
aaa	40.0	28.0
aaa	43.4	11.8
aaa	14.7	5.9
aaa	23.5	10.6
aaa	9.7	1.7
aaa	45.1	27.7
aaa	33.5	12.3
aaa	0.8	0.4
aaa	24.2	14.9
aaa	32.2	1.8
aaa	27.7	15.5
aaa	40.9	18.0
aaa	36.8	3.7
aaa	20.8	5.8
aaa	21.6	12.4
aaa	36.0	27.8
aaa	4.7	4.5
aaa	15.3	2.7
aaa	28.7	2.9
aaa	44.0	3.7
aaa	38.3	17.4
aaa	48.9	17.3
aaa	34.0	22.8
aaa	30.5	12.5
aaa	16.8	13.6
aaa	9.6	5.7
aaa	47.4	4.9
aaa	43.5	12.4
aaa	47.4	20.0
aaa	46.5	10.2
aaa	39.1	18.8
aaa	44.4	12.2
aaa	22.2	1.3
aaa	32.8	19.7
aaa	26.4	13.5
aaa	45.5	12.0
aaa	49.0	10.8
aaa	47.9	25.3
aaa	22.6	14.1
aaa	32.4	7.4
aaa	41.7	19.4
aaa	39.3	29.0
aaa	28.5	17.0
aaa	30.7	21.4
aaa	25.4	14.3
aaa	28.5	9.8
aaa	45.1	25.0
aaa	39.7	21.8
aaa	38.8	13.3
aaa	48.2	10.5
aaa	28.5	1.2
aaa	27.0	18.7
aaa	33.6	20.9
aaa	33.0	1.0
aaa	2.8	2.2
aaa	32.5	2.1
aaa	39.7	2.4
aaa	45.0	27.5
aaa	35.5	24.0
aaa	20.1	3.4
aaa	25.1	19.7
aaa	44.5	11.3
aaa	37.2	27.8
aaa	12.6	9.8
aaa	43.9	29.4
aaa	40.9	23.1
aaa	11.2	6.3
aaa	27.8	16.7
aaa	24.2	16.3
aaa	41.9	4.3
aaa	41.1	29.4
aaa	28.7	3.6
aaa	29.6	15.4
aaa	42.5	4.6
aaa	14.6	10.1
aaa	29.5	14.7
aaa	34.5	28.4
aaa	22.0	12.9
aaa	38.8	19.4
aaa	25.5	13.0
aaa	19.1	1.6
aaa	42.3	9.2
aaa	43.1	20.7
aaa	26.1	17.5
aaa	37.2	11.4
aaa	40.6	26.5
aaa	36.2	25.3
aaa	40.3	25.9
aaa	27.2	0.9
aaa	48.1	17.3
aaa	17.5	8.6
aaa	12.1	3.2
aaa	31.4	19.4
aaa	42.8	23.9
aaa	25.1	13.9
aaa	31.4	18.8
aaa	16.4	6.8
aaa	35.9	20.9
aaa	31.5	20.5
aaa	42.6	25.9
aaa	47.9	14.1
aaa	42.9	7.8
aaa	26.4	9.6
aaa	28.3	24.5
aaa	28.2	4.8
aaa	22.1	0.3
aaa	47.2	5.9
aaa	23.9	1.9
aaa	29.2	11.1
aaa	48.9	22.3
aaa	40.9	14.3
aaa	29.5	11.5
aaa	33.4	10.8
aaa	46.8	22.9
aaa	40.3	1.8
aaa	36.6	28.5
aaa	49.1	4.3
aaa	28.5	28.1
aaa	47.2	12.4
aaa	43.3	3.4
aaa	37.4	0.2
aaa	11.0	1.9
aaa	44.0	0.3
aaa	36.5	0.2
aaa	36.6	2.3
aaa	28.4	12.2
aaa	41.1	17.1
aaa	41.7	25.3
aaa	40.1	7.8
aaa	33.8	18.2
aaa	23.0	19.0
aaa	21.5	18.1
aaa	39.6	1.5
aaa	49.7	14.5
aaa	18.9	3.0
aaa	33.5	15.3
aaa	48.0	9.8
aaa	35.5	28.4
aaa	14.3	6.8
aaa	49.1	17.5
aaa	48.3	2.3
aaa	20.1	13.7
aaa	29.5	3.8
aaa	6.7	3.1
aaa	21.3	7.4
aaa	16.9	9.1
aaa	20.6	15.9
aaa	22.4	14.1
aaa	19.8	19.0
aaa	19.7	0.8
aaa	33.5	28.9
aaa	6.6	1.1
aaa	28.2	1.0
aaa	44.0	17.9
aaa	28.0	21.1
aaa	31.7	21.8
aaa	34.9	23.9
aaa	31.7	26.7
aaa	33.4	18.4
aaa	34.6	13.1
aaa	48.5	7.0
aaa	27.9	23.7
aaa	25.5	6.4
aaa	36.7	9.6
aaa	44.1	26.0
aaa	43.9	18.7
aaa	5.5	0.8
aaa	24.7	10.7
aaa	7.1	5.4
aaa	15.6	14.7
aaa	49.8	7.5
aaa	30.1	1.6
aaa	5.4	0.3
aaa	30.6	24.4
aaa	23.2	19.4
aaa	20.8	6.5
aaa	27.2	25.7
aaa	24.5	5.0
aaa	9.4	2.7
aaa	25.7	8.8
aaa	19.4	8.0
aaa	30.4	12.3
aaa	41.2	29.2
aaa	18.0	16.9
aaa	29.0	14.2
aaa	21.0	15.9
aaa	28.9	23.4
aaa	24.9	4.4
aaa	40.4	23.3
aaa	35.3	19.1
aaa	47.6	11.2
aaa	17.6	11.5
aaa	32.1	21.5
aaa	16.7	14.6
aaa	28.7	16.9
aaa	33.0	12.6
aaa	34.5	6.2
aaa	35.5	13.7
aaa	47.7	0.5
aaa	45.7	21.2
aaa	11.8	5.1
aaa	38.8	12.4
aaa	9.4	8.9
aaa	22.7	6.5
aaa	17.8	17.5
aaa	19.4	10.3
aaa	20.3	3.7
aaa	10.4	5.9
aaa	42.9	15.5
aaa	21.0	5.6
aaa	47.2	19.8
aaa	32.4	4.0
aaa	34.2	16.1
aaa	27.0	8.2
aaa	12.4	5.6
aaa	39.4	23.6
aaa	47.6	14.1
aaa	21.7	4.3
aaa	21.3	6.8
aaa	31.0	14.9
aaa	31.5	7.3
aaa	32.6	29.8
aaa	29.1	4.7
aaa	34.8	28.0
aaa	21.9	5.9
aaa	21.2	15.6
aaa	32.9	7.8
aaa	33.1	29.5
aaa	48.7	22.8
aaa	9.2	6.6
aaa	27.6	22.9
aaa	41.6	27.3
aaa	35.2	19.1
aaa	24.4	5.9
aaa	36.7	16.1
aaa	21.4	2.4
aaa	6.1	3.6
aaa	44.5	5.6
aaa	48.1	4.9
aaa	34.7	9.2
aaa	18.8	18.4
aaa	27.1	26.5
aaa	32.6	2.9
aaa	35.7	4.2
aaa	49.3	19.4
aaa	29.1	2.1
aaa	48.2	9.8
aaa	42.1	21.8
aaa	8.0	2.2
aaa	44.0	17.9
aaa	31.0	14.0
aaa	46.4	13.8
aaa	33.1	17.7
aaa	26.9	8.9
aaa	19.1	17.5
aaa	39.8	13.4
aaa	47.6	1.8
aaa	18.8	3.0
aaa	30.8	26.7
aaa	17.9	7.3
aaa	32.6	9.5
aaa	39.1	25.7
aaa	45.3	15.0
aaa	41.9	27.5
aaa	48.7	12.1
aaa	21.0	12.1
aaa	42.3	7.7
aaa	31.2	2.3
aaa	45.4	9.8
aaa	33.5	0.8
aaa	47.1	8.4
aaa	24.8	3.9
aaa	20.3	0.7
aaa	12.1	12.0
aaa	31.1	28.6
aaa	44.1	15.7
aaa	24.5	6.2
aaa	12.7	9.0
aaa	37.6	22.7
aaa	39.4	20.6
aaa	42.8	23.3
aaa	29.3	14.9
aaa	35.7	4.8
aaa	17.1	4.1
aaa	21.3	1.6
aaa	38.3	5.9
aaa	13.7	6.6
aaa	33.0	11.5
aaa	41.7	10.4
